"2.2.3149.1","x^2 - x - 787","3149","1","[]"
"2.2.3153.1","x^2 - x - 788","3153","1","[]"
"2.2.3169.1","x^2 - x - 792","3169","1","[]"
"2.2.3189.1","x^2 - x - 797","3189","1","[]"
"2.2.3193.1","x^2 - x - 798","3193","1","[]"
"2.2.3197.1","x^2 - x - 799","3197","1","[]"
"2.2.3209.1","x^2 - x - 802","3209","1","[]"
"2.2.3217.1","x^2 - x - 804","3217","1","[]"
"2.2.3241.1","x^2 - x - 810","3241","1","[]"
"2.2.3244.1","x^2 - 811","3244","1","[]"
"2.2.3257.1","x^2 - x - 814","3257","1","[]"
"2.2.3269.1","x^2 - x - 817","3269","1","[]"
"2.2.3273.1","x^2 - x - 818","3273","1","[]"
"2.2.3292.1","x^2 - 823","3292","1","[]"
"2.2.3301.1","x^2 - x - 825","3301","1","[]"
"2.2.3308.1","x^2 - 827","3308","1","[]"
"2.2.3309.1","x^2 - x - 827","3309","1","[]"
"2.2.3313.1","x^2 - x - 828","3313","1","[]"
"2.2.3317.1","x^2 - x - 829","3317","1","[]"
"2.2.3329.1","x^2 - x - 832","3329","1","[]"
"2.2.3337.1","x^2 - x - 834","3337","1","[]"
"2.2.3352.1","x^2 - 838","3352","1","[]"
